persona_id,run_index,age,age_group,position,skill_level,coach_relationship,teammate_relationship,bullying,parent_support,current_mood,stress_level,overall_satisfaction,Q1_sat,Q1_imp,Q2_sat,Q2_imp,Q3_sat,Q3_imp,Q4_sat,Q4_imp,Q5_sat,Q5_imp,Q6_sat,Q6_imp,Q7_sat,Q7_imp,Q8_sat,Q8_imp,Q9_sat,Q9_imp,Q10_sat,Q10_imp,Q11_sat,Q11_imp,Q12_sat,Q12_imp,Q13_sat,Q13_imp,Q14_sat,Q14_imp,Q15_sat,Q15_imp,Q16_sat,Q16_imp,Q17_sat,Q17_imp,Q18_sat,Q18_imp,Q19_sat,Q19_imp,Q20_sat,Q20_imp,Q21_sat,Q21_imp,Q22_sat,Q22_imp,Q23_sat,Q23_imp,Q24_sat,Q24_imp,Q25_sat,Q25_imp,Q26_sat,Q26_imp,Q27_sat,Q27_imp,Q28_sat,Q28_imp,Q29_sat,Q29_imp,Q30_sat,Q30_imp,Q31_sat,Q31_imp,Q32_sat,Q32_imp,Q33_sat,Q33_imp,Q34_sat,Q34_imp,Q35_sat,Q35_imp,Q36_sat,Q36_imp,Q37_sat,Q37_imp,Q38_sat,Q38_imp,Q39_sat,Q39_imp,Q40_sat,Q40_imp,Q41_sat,Q41_imp,Q42_sat,Q42_imp,Q43_sat,Q43_imp,Q44_sat,Q44_imp,Q45_sat,Q45_imp,Q46_sat,Q46_imp,Q47_sat,Q47_imp,Q48_sat,Q48_imp,Q49_sat,Q49_imp,Q50_sat,Q50_imp,Q51_sat,Q51_imp,Q52_sat,Q52_imp,Q53_sat,Q53_imp,Q54_sat,Q54_imp,Q55_sat,Q55_imp,Q56_sat,Q56_imp,Q57_sat,Q57_imp,Q58_sat,Q58_imp,Q59_sat,Q59_imp,Q60_sat,Q60_imp,Q61_sat,Q61_imp,Q62_sat,Q62_imp,Q63_sat,Q63_imp,Q64_sat,Q64_imp,Q65_sat,Q65_imp,Q66_sat,Q66_imp,Q67_sat,Q67_imp
child_839,0,14,U13,goalkeeper,medium,neutral,strong,mild,low,excited,42,58,8,9,5,5,4,4,7,8,8,9,7,5,8,8,9,10,9,9,6,7,6,7,7,8,6,7,6,8,5,6,7,8,6,8,5,6,5,7,6,8,7,8,9,9,8,7,7,6,9,9,9,9,5,5,8,7,9,8,9,8,8,9,8,9,8,8,7,8,8,8,7,8,7,8,8,7,8,7,9,9,8,8,9,9,8,7,9,9,8,8,6,6,5,5,4,4,4,4,5,5,3,3,4,4,6,6,5,5,5,5,3,2,2,2,3,3,3,3,2,2,5,5,6,6,4,4,4,4,5,5,7,7,6,6
child_840,0,14,U11,forward,low,bad,average,none,low,excited,43,29,8,9,9,10,7,8,6,7,8,9,5,6,9,8,10,10,9,9,3,8,2,7,3,8,4,7,3,8,4,7,5,6,2,9,3,6,2,5,1,8,1,7,6,8,7,8,5,6,7,8,6,7,5,6,6,7,7,7,7,7,5,6,6,8,9,8,5,6,6,7,7,8,6,7,4,6,4,6,10,10,9,9,8,8,6,6,7,7,7,7,6,5,6,6,4,5,5,6,5,5,4,4,3,3,4,5,3,3,3,3,2,2,2,2,5,6,4,5,2,2,3,4,8,8,4,4,6,6,5,6,6,6,6,6
child_841,0,13,U12,mixed,medium,bad,average,none,medium,anxious,70,25,5,8,7,9,4,6,6,7,5,9,4,5,6,8,5,7,4,6,2,9,2,9,2,8,3,8,3,8,3,7,3,8,2,9,3,7,3,6,1,9,1,9,5,7,4,6,5,6,5,6,6,7,4,5,5,6,4,5,3,5,5,7,6,8,6,9,5,7,5,6,6,7,5,6,5,6,4,5,4,7,4,6,4,7,5,5,5,6,5,6,5,3,6,7,4,5,5,6,3,4,3,4,4,4,5,5,5,4,5,4,3,2,2,2,4,5,3,3,2,2,4,5,6,7,4,5,4,5,4,6,5,5,5,6
child_842,0,13,U14,forward,medium,bad,average,none,high,anxious,68,10,4,7,5,6,4,5,5,6,5,8,4,5,6,7,3,9,3,8,2,9,2,8,2,7,2,7,3,8,2,9,3,8,2,9,2,7,3,7,2,10,2,10,5,7,5,6,4,6,5,7,6,8,5,6,5,7,5,6,4,6,5,8,6,8,6,8,5,8,5,7,6,7,5,7,5,7,4,6,3,9,4,8,3,9,5,6,5,7,4,8,5,5,6,5,4,5,5,6,3,4,2,4,5,5,5,5,5,5,5,5,3,4,3,4,4,6,3,5,2,3,4,5,5,6,4,4,3,3,4,5,4,5,5,6
child_843,0,11,U13,mixed,low,good,average,none,high,frustrated,58,52,5,6,5,5,4,4,6,7,6,8,5,6,7,9,3,7,2,5,8,9,7,8,6,7,6,7,7,8,6,6,8,9,7,8,5,6,7,8,8,9,8,9,5,6,5,5,4,5,6,7,6,7,4,5,5,6,4,5,3,4,6,7,7,9,7,9,6,8,5,6,7,8,5,6,6,7,5,6,3,8,2,7,3,6,5,6,4,5,5,6,4,4,6,6,5,4,5,4,4,4,3,3,3,2,6,7,5,4,4,3,3,2,3,2,5,5,4,3,2,2,4,4,5,5,4,3,3,4,6,6,5,6,5,5
child_844,0,11,U14,goalkeeper,medium,good,average,none,low,anxious,55,23,7,8,6,7,5,6,4,5,6,7,7,9,4,5,5,6,4,5,8,9,7,8,7,8,6,7,6,8,8,9,7,8,8,9,6,7,7,8,8,9,9,10,6,7,5,6,5,6,6,7,6,7,8,9,5,6,5,6,5,6,6,8,7,8,4,5,6,8,5,6,6,7,5,6,6,7,5,6,5,6,5,6,4,5,6,7,5,6,5,6,4,5,5,6,7,8,7,8,6,7,5,6,4,5,7,8,5,6,5,6,4,5,4,5,5,6,5,6,4,5,5,6,5,6,4,5,5,6,6,7,6,7,6,7
child_845,0,12,U14,defender,medium,neutral,strong,none,high,excited,45,91,10,10,10,10,9,8,8,7,7,9,10,10,8,9,10,9,9,8,6,6,7,8,7,8,7,7,7,8,7,8,6,7,8,9,7,8,6,7,8,9,8,9,9,9,8,8,9,9,10,10,9,9,10,10,9,9,10,10,10,10,8,7,7,8,8,9,8,8,9,9,8,7,8,7,6,6,6,6,10,10,9,9,10,10,7,7,9,9,9,8,7,6,9,9,10,10,10,10,8,8,10,10,7,6,8,8,7,6,7,6,5,5,8,8,9,9,8,7,5,5,6,6,10,10,5,5,9,8,10,10,8,7,10,10
child_846,0,12,U11,mixed,low,good,average,none,medium,happy,42,78,8,9,9,10,7,8,7,8,6,10,7,8,9,10,6,9,5,8,9,10,8,9,8,9,8,9,7,10,8,9,9,10,9,10,7,9,8,8,9,10,9,10,7,8,6,7,6,8,7,8,8,9,6,7,7,8,7,8,7,8,8,10,7,9,9,10,7,9,8,9,8,9,7,8,6,7,5,6,6,9,5,8,6,9,7,9,8,10,8,9,7,6,6,7,7,6,7,6,6,7,5,6,6,5,7,8,7,5,6,5,5,4,4,5,7,7,5,4,4,3,6,5,7,6,5,4,6,7,6,8,7,7,7,8
child_847,0,13,U11,midfielder,low,bad,average,none,medium,frustrated,76,5,5,8,6,9,4,7,3,7,5,8,4,6,3,5,2,9,2,8,2,9,2,8,1,7,2,8,1,9,1,8,3,9,1,10,2,8,2,7,1,10,1,10,5,8,4,7,4,6,5,7,5,8,4,5,3,6,3,6,2,5,4,9,5,9,3,5,4,8,5,7,3,6,2,7,4,6,3,5,2,9,3,8,2,8,3,6,3,7,3,7,4,4,4,5,5,6,4,5,3,5,3,4,4,3,3,6,5,3,5,3,2,2,2,3,3,5,2,3,1,1,2,4,4,7,3,3,2,6,3,7,5,8,5,8
child_848,0,13,U13,mixed,medium,good,average,none,medium,happy,56,52,8,9,9,10,7,8,6,8,7,9,8,8,8,9,6,9,5,8,9,10,8,9,7,8,8,9,7,8,9,10,8,8,9,10,7,8,8,8,9,10,9,10,7,8,8,8,6,7,7,8,9,9,7,7,7,8,6,7,5,6,8,9,7,8,8,9,7,8,6,7,7,8,6,7,6,7,5,6,5,9,6,8,5,9,6,8,7,9,6,8,5,6,6,7,8,9,7,8,5,6,6,7,6,7,8,9,6,7,5,6,6,7,5,6,8,9,7,8,5,6,6,7,8,9,5,6,6,7,8,9,7,8,7,8
child_849,0,11,U14,defender,medium,neutral,average,none,low,excited,22,63,9,10,10,10,8,9,9,10,8,9,9,10,10,10,9,10,7,8,7,8,6,7,7,8,6,8,6,9,6,8,7,8,6,8,7,9,7,7,5,9,5,9,8,9,8,8,8,8,8,9,9,9,9,10,8,9,9,9,9,9,8,9,8,9,10,10,8,9,8,8,9,10,8,9,7,7,6,7,9,10,8,9,9,9,8,8,8,9,8,9,6,7,8,8,9,10,9,10,8,8,8,8,6,7,7,8,6,6,5,6,6,7,5,6,7,8,7,8,6,7,7,8,8,9,7,7,8,9,8,9,8,8,8,9
child_850,0,15,U15,midfielder,high,good,isolated,none,medium,excited,41,48,9,8,7,9,6,7,5,8,9,10,4,6,8,8,10,10,9,9,8,9,7,8,8,7,8,8,9,9,8,8,9,9,8,8,8,7,9,8,9,10,9,10,6,8,7,7,7,6,5,7,8,8,5,6,6,8,7,7,6,8,9,9,9,9,8,8,9,9,8,8,7,7,8,9,8,7,7,6,10,10,9,9,10,9,8,7,9,9,8,8,6,5,5,6,4,5,4,5,3,4,3,5,5,6,7,7,4,4,4,5,3,4,3,3,5,4,4,3,2,3,5,5,6,6,3,3,5,4,6,6,8,8,7,7
child_851,0,16,U17,forward,medium,good,average,none,high,excited,47,72,9,8,10,9,8,7,6,8,9,10,7,6,10,9,10,10,9,9,9,9,9,9,8,8,9,8,8,9,9,8,8,8,10,9,9,9,8,7,10,9,10,9,8,8,8,7,9,8,9,8,9,8,10,9,8,8,9,8,10,9,9,9,8,9,10,10,8,8,8,8,10,9,9,8,8,7,7,6,10,10,9,9,9,8,8,7,10,10,9,8,7,6,8,7,10,9,10,9,9,8,10,9,8,7,9,8,7,6,7,6,6,5,7,6,9,8,6,5,6,5,7,6,10,9,5,4,7,6,10,9,9,8,9,8
child_852,0,15,U18,midfielder,low,neutral,strong,none,medium,excited,30,41,8,9,9,9,7,8,6,7,7,8,9,9,9,10,9,9,8,9,6,8,6,8,6,7,7,8,7,8,7,8,6,7,7,8,6,7,5,6,6,7,6,7,9,9,8,8,8,8,9,9,9,9,8,8,8,8,9,9,9,9,7,8,8,8,9,10,7,8,6,7,8,9,7,8,5,7,5,6,9,10,8,9,9,10,7,8,8,9,8,9,6,5,7,6,9,8,8,8,7,7,8,8,6,5,7,7,6,6,6,6,5,4,5,5,8,8,7,7,4,3,6,5,9,9,5,4,6,7,9,10,8,8,9,9
child_853,0,18,U17,forward,medium,good,strong,mild,medium,excited,24,72,9,9,8,8,6,7,7,8,8,9,9,9,8,8,9,9,9,8,8,8,8,9,7,8,8,9,7,9,9,9,7,8,8,9,9,8,8,8,8,9,9,9,9,9,7,8,8,8,9,9,9,9,8,7,8,8,9,9,9,9,8,8,8,9,8,8,8,9,9,8,8,7,8,7,7,8,6,7,9,9,8,8,9,8,8,7,9,9,9,8,7,6,6,7,9,9,8,9,7,6,8,7,7,6,9,9,6,5,6,5,7,6,8,7,9,8,6,5,7,6,8,7,9,9,6,5,8,8,9,9,8,8,8,8
child_854,0,16,U16,midfielder,medium,neutral,strong,none,low,excited,33,48,9,10,8,9,7,8,8,8,8,9,9,10,8,8,9,10,9,9,6,7,7,8,6,8,7,9,7,8,6,7,7,8,5,7,6,8,6,7,5,7,5,7,8,9,8,8,7,8,9,10,9,9,8,9,8,8,9,9,9,10,7,8,8,9,8,9,8,9,8,8,8,9,7,8,7,8,6,7,9,10,8,9,9,10,7,8,8,9,9,10,6,6,7,8,9,9,9,9,8,8,8,9,6,5,7,6,6,5,6,5,5,4,5,5,8,9,6,6,5,4,6,6,8,9,6,6,7,8,8,9,7,8,8,9
child_855,0,17,U17,mixed,low,bad,average,mild,medium,excited,28,20,8,9,6,7,5,6,6,8,7,9,7,8,9,10,8,9,7,8,3,10,2,10,2,9,3,10,2,9,4,8,4,7,2,10,4,8,3,9,2,10,2,10,5,8,4,7,5,6,6,7,6,8,7,9,5,7,7,9,7,8,6,8,6,8,9,10,6,9,6,7,8,9,5,8,5,6,4,5,8,9,7,8,8,9,6,7,7,8,6,7,6,5,5,6,8,8,8,8,5,6,6,6,5,4,6,5,5,4,5,4,4,3,4,4,7,6,6,5,3,3,6,5,7,6,5,5,6,7,7,8,5,6,5,6
child_856,0,18,U17,mixed,high,neutral,strong,none,medium,neutral,48,62,8,8,7,9,4,6,6,7,8,9,5,5,6,7,7,8,5,6,6,8,5,7,6,7,7,8,6,9,5,8,7,9,6,8,5,7,6,6,6,8,7,9,8,9,7,8,7,8,9,9,9,9,4,5,6,7,5,6,5,6,8,9,8,9,6,7,7,8,7,8,6,7,6,7,7,8,6,7,6,8,5,7,7,8,6,7,7,8,6,7,5,5,6,7,4,4,5,5,4,5,3,4,5,5,6,6,5,5,5,5,4,3,3,4,3,4,2,3,2,3,3,4,4,5,3,3,3,4,4,5,5,6,5,6
child_857,0,15,U18,forward,low,good,average,mild,medium,neutral,48,33,6,8,7,9,5,7,4,6,6,8,5,7,4,5,5,7,4,6,8,9,7,8,6,7,7,8,7,8,8,9,7,8,6,8,7,8,6,7,5,9,7,8,5,7,4,6,5,7,5,7,6,8,6,8,5,6,5,7,5,7,7,8,7,9,4,5,6,7,5,7,6,8,4,6,5,7,4,6,4,7,5,6,4,6,5,7,6,8,5,6,4,5,5,6,6,7,7,8,5,6,5,6,6,7,6,7,5,6,5,6,4,5,3,4,5,6,4,5,3,4,4,5,7,8,3,4,4,5,6,7,5,6,6,7
child_858,0,15,U15,mixed,low,neutral,isolated,mild,medium,neutral,51,28,7,8,6,9,5,7,6,7,5,8,4,6,6,8,5,9,4,8,6,7,6,7,5,6,5,6,6,8,5,7,5,6,6,7,5,6,5,7,5,7,6,7,4,7,5,7,4,6,5,6,5,7,4,5,4,6,3,5,3,5,6,7,6,8,6,7,6,8,7,8,5,6,5,6,5,6,5,5,5,9,5,8,4,8,6,7,5,9,6,8,4,6,4,5,4,5,4,5,3,4,3,4,4,5,5,6,4,5,4,5,3,4,3,4,5,6,5,6,3,4,4,5,6,8,4,5,3,4,5,6,5,6,5,6
child_859,0,18,U15,defender,high,good,average,mild,medium,excited,42,100,9,8,10,9,8,7,10,9,9,9,10,9,8,8,10,10,10,10,9,8,9,9,9,8,9,8,8,9,9,8,8,8,9,9,10,9,9,8,9,8,10,9,7,7,8,8,8,7,9,8,9,9,9,8,8,8,9,9,10,9,9,9,8,9,8,8,9,8,9,8,9,8,9,8,7,7,7,7,10,10,9,8,10,9,8,8,9,9,10,10,6,6,8,7,9,8,10,9,8,8,9,9,7,6,9,8,7,6,7,6,5,5,4,4,9,8,6,6,5,5,8,7,10,9,6,6,8,7,10,10,9,8,9,8
child_860,0,16,U16,forward,medium,good,average,none,medium,happy,40,29,7,8,8,9,6,7,5,8,6,9,7,6,6,8,5,10,5,9,8,9,8,8,7,8,8,8,7,9,8,7,7,8,9,7,7,7,8,6,8,6,9,6,7,8,6,7,6,6,7,7,8,8,6,7,7,8,6,7,6,7,6,8,7,9,6,8,5,7,6,8,6,9,6,7,5,6,5,6,6,10,6,9,5,8,6,7,7,9,6,8,6,6,7,8,5,7,5,7,5,6,4,5,5,6,6,6,5,5,5,5,4,4,3,4,5,6,5,5,3,4,4,5,6,7,4,5,4,5,5,6,6,7,5,7
child_861,0,15,U15,mixed,high,good,strong,none,low,excited,38,50,8,9,6,8,4,5,7,8,9,10,5,6,8,9,9,10,8,9,8,9,7,8,6,7,8,9,7,8,9,10,8,9,8,9,7,8,7,8,8,9,9,10,9,10,6,7,8,9,9,10,9,10,4,5,7,8,8,9,9,10,9,10,9,10,8,9,8,9,8,9,7,8,6,7,7,8,7,8,9,10,8,9,9,10,6,7,8,9,7,8,5,6,4,5,3,4,3,4,2,3,1,2,3,4,3,4,3,4,3,4,1,2,1,2,2,3,1,2,1,2,3,4,7,8,4,5,3,4,1,2,2,3,2,3
child_862,0,17,U15,forward,low,neutral,average,none,high,excited,21,76,9,10,7,8,6,7,8,9,8,9,7,8,10,10,9,10,8,9,7,8,7,8,7,8,8,9,8,9,7,8,8,9,9,10,8,9,7,8,9,10,9,10,8,9,8,9,8,9,7,8,9,10,6,7,8,9,9,10,9,10,8,9,9,10,10,10,9,10,8,9,10,10,8,9,7,8,7,8,9,10,8,9,9,10,8,9,9,10,9,10,7,8,6,7,6,7,7,8,5,6,6,7,5,6,7,8,6,7,6,7,5,6,4,5,6,7,6,7,4,5,6,7,8,9,5,6,7,8,8,9,7,8,8,9
child_863,0,15,U15,mixed,medium,good,average,none,low,excited,43,75,9,10,8,9,7,8,10,10,8,7,9,9,10,10,9,8,8,8,8,9,9,8,8,9,8,9,7,8,9,9,7,7,8,9,8,8,8,7,9,9,9,9,7,8,6,7,7,8,8,8,8,8,9,9,7,8,9,9,9,9,7,6,7,8,9,10,8,8,8,9,9,10,8,8,6,6,6,6,9,10,8,8,9,9,7,7,8,9,8,8,7,6,6,5,8,9,9,9,7,7,8,8,7,6,8,8,7,6,6,5,5,4,6,5,8,9,7,8,5,4,6,5,9,10,6,5,8,9,9,10,7,7,8,8
child_864,0,17,U15,defender,high,good,average,frequent,medium,excited,43,28,8,9,7,10,6,7,6,8,9,9,6,8,5,6,9,10,8,9,9,9,9,8,8,8,7,8,9,9,8,9,7,7,9,9,8,7,8,7,9,9,9,9,6,8,5,7,5,6,6,8,7,9,5,6,6,7,7,7,7,8,9,10,8,9,5,6,8,9,9,10,7,6,8,7,8,9,7,8,9,10,8,8,8,9,7,8,8,9,8,9,6,5,6,6,5,6,5,6,5,6,4,5,5,6,7,7,6,5,6,5,4,4,3,3,4,5,4,4,3,3,5,5,7,7,3,3,5,5,6,7,6,8,6,8
child_865,0,17,U18,forward,medium,good,average,frequent,high,excited,49,52,9,10,8,9,7,8,8,8,7,8,9,9,8,9,9,10,8,9,8,9,8,9,8,8,8,9,8,9,8,8,7,8,9,9,8,9,7,8,9,10,9,10,7,8,6,8,7,8,7,8,8,9,8,8,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,8,7,8,8,8,7,8,7,8,9,10,8,9,9,10,8,9,8,9,9,10,6,7,8,9,9,10,9,10,8,8,8,8,7,7,8,9,7,7,7,7,6,6,7,7,9,10,8,8,5,5,7,7,8,9,6,6,8,8,9,10,8,9,9,10
child_866,0,17,U18,defender,high,good,isolated,none,high,excited,43,71,9,10,10,10,8,9,7,8,9,9,8,9,7,8,9,10,8,9,8,9,8,9,9,9,8,8,9,10,8,9,8,8,9,9,8,8,8,8,9,10,9,10,7,8,7,8,7,8,6,7,8,9,9,10,8,9,8,9,9,10,8,9,9,10,7,8,9,10,8,9,8,9,8,9,7,8,7,8,9,10,8,9,9,10,8,9,8,9,8,9,6,7,9,10,8,9,9,10,8,8,9,10,7,8,8,9,6,7,6,7,5,6,7,8,8,9,6,7,5,6,7,8,9,10,5,6,8,9,9,10,8,9,9,10
child_867,0,17,U17,forward,high,neutral,average,mild,high,anxious,62,33,6,9,7,10,5,8,3,6,6,8,5,7,8,9,5,7,4,6,5,7,5,8,4,7,5,8,6,9,4,6,5,7,4,8,5,7,5,6,3,8,4,7,5,8,4,7,3,6,5,7,6,8,5,7,5,8,4,6,3,5,5,9,6,8,7,9,5,7,4,6,6,8,5,7,5,7,4,6,5,7,4,6,5,7,6,8,5,7,5,6,5,4,6,7,4,5,3,5,2,4,3,5,4,6,5,7,5,6,4,5,3,4,2,3,6,7,5,6,3,4,4,5,5,8,4,5,5,6,2,4,3,5,4,6
child_868,0,18,U16,midfielder,high,neutral,average,none,low,excited,25,43,8,7,9,9,7,6,6,8,9,8,7,5,8,7,9,9,9,8,6,7,6,7,6,8,7,8,7,8,6,6,7,8,8,9,7,7,6,6,7,9,8,9,7,6,7,7,6,6,7,7,8,7,6,5,7,8,8,9,9,9,8,8,8,9,7,8,7,8,8,9,7,7,6,6,7,8,7,7,9,9,8,8,9,9,6,7,8,8,8,8,6,5,5,6,6,5,6,5,5,5,5,5,6,6,7,6,6,5,6,5,5,4,5,4,6,6,5,4,4,3,6,5,8,7,5,4,6,5,7,6,6,6,7,6
child_869,0,15,U18,defender,high,neutral,strong,frequent,medium,neutral,54,41,8,9,9,10,7,8,6,7,6,8,8,9,6,7,5,6,5,7,6,7,6,8,6,7,7,8,6,8,5,6,6,7,6,7,5,6,6,7,5,8,5,8,8,9,7,8,7,8,9,10,9,10,8,9,8,9,7,8,7,8,6,7,7,9,7,8,6,7,6,7,6,8,6,7,5,6,5,6,6,7,5,6,6,7,6,7,6,7,6,7,5,6,5,6,7,8,8,9,7,8,8,9,6,7,7,8,6,7,6,7,5,6,5,6,8,9,5,6,5,6,4,5,8,9,4,5,5,6,8,9,7,8,7,8
child_870,0,15,U17,mixed,low,good,average,none,medium,frustrated,72,36,4,7,6,9,5,7,4,8,5,9,4,6,6,8,3,10,2,9,7,8,7,8,5,8,6,9,6,9,6,8,8,8,7,9,7,8,8,7,8,10,9,10,5,7,6,7,5,8,5,8,7,8,5,6,5,7,4,7,3,6,6,9,5,8,6,9,5,8,6,7,4,7,5,6,5,6,4,5,2,10,4,8,3,9,5,6,6,9,4,8,5,5,3,7,5,6,4,7,5,5,4,6,4,5,5,6,5,5,5,5,3,4,2,3,5,6,3,4,2,3,3,5,4,6,4,4,5,6,5,8,5,6,5,6
child_871,0,16,U16,defender,low,good,average,mild,high,neutral,58,40,6,7,8,9,5,6,7,8,6,8,7,8,5,7,7,9,5,7,8,9,8,8,6,7,7,8,7,9,7,8,7,8,6,8,6,7,7,8,6,8,6,8,6,7,6,7,5,7,7,8,7,9,8,9,7,8,6,7,5,7,7,9,6,8,5,7,6,8,7,9,6,8,5,8,6,8,5,7,6,9,5,8,6,8,6,8,7,8,6,8,5,6,7,8,6,7,7,8,6,7,7,8,5,6,7,8,5,6,5,6,5,5,5,5,6,7,5,6,4,5,5,6,7,8,5,5,6,7,7,9,8,9,8,9
child_872,0,16,U17,defender,high,good,strong,mild,low,excited,47,66,8,9,6,5,5,4,7,8,9,9,7,6,9,10,9,9,8,7,8,9,8,9,8,8,8,8,9,9,7,8,9,10,9,10,8,9,9,8,8,10,9,10,8,9,7,7,6,5,8,9,8,9,9,9,8,8,9,8,9,9,9,9,9,10,9,10,9,10,8,8,9,10,8,9,7,6,6,6,9,10,8,8,9,9,8,8,9,9,8,9,6,5,7,6,7,5,7,5,6,5,5,4,6,4,7,5,6,5,6,4,4,3,3,3,6,5,5,4,4,3,5,5,7,6,5,4,6,6,8,8,8,7,7,7
child_873,0,16,U17,midfielder,medium,neutral,average,none,medium,happy,33,50,8,7,9,9,7,8,6,7,7,9,9,8,8,8,7,10,6,8,6,7,5,6,6,8,6,8,7,9,6,7,5,8,7,9,5,6,4,5,6,8,6,8,7,9,7,8,7,8,8,9,8,9,9,9,6,7,7,8,7,9,8,9,7,9,7,8,7,9,6,8,8,9,6,8,5,7,5,7,6,9,5,8,7,9,6,7,6,8,6,9,5,6,7,7,8,9,8,9,6,7,8,8,5,6,6,7,7,7,6,6,5,5,5,6,8,8,7,6,5,5,6,6,8,8,5,5,6,6,9,9,7,7,8,8
child_874,0,16,U17,mixed,medium,neutral,strong,none,medium,happy,34,64,8,7,9,9,6,5,8,8,7,9,7,6,8,7,6,9,5,8,7,8,6,8,7,7,6,8,7,8,8,6,7,8,8,7,7,6,6,5,9,7,9,8,9,9,8,7,8,7,9,8,9,8,7,6,8,7,9,8,9,7,7,8,8,9,7,8,8,8,8,8,7,8,8,7,6,6,6,6,6,8,5,7,6,9,7,7,8,9,7,8,6,5,5,6,6,5,6,5,5,5,4,4,5,5,8,7,6,4,6,4,4,3,3,2,7,6,5,4,4,3,6,5,8,7,5,4,6,6,7,6,7,7,7,7
child_875,0,15,U17,forward,high,good,isolated,mild,high,neutral,57,70,7,8,8,9,5,7,6,8,8,9,4,8,6,8,7,8,6,7,8,9,7,8,7,8,7,8,7,9,8,9,7,8,8,9,7,8,8,9,8,9,8,9,5,8,6,7,5,7,5,8,7,9,6,8,6,8,6,8,6,8,7,9,8,9,7,9,8,9,7,8,7,8,6,8,7,8,7,8,7,8,6,7,7,8,6,7,7,8,7,8,5,6,5,6,6,7,6,7,5,7,5,7,6,7,6,7,5,6,5,6,4,5,4,5,5,6,5,6,4,5,6,7,7,8,4,5,6,7,7,8,7,8,7,8
child_876,0,18,U15,midfielder,medium,good,average,none,high,excited,25,61,9,8,10,9,7,6,6,7,8,9,8,7,8,9,9,10,8,9,9,8,8,7,9,8,8,8,8,9,9,8,8,8,9,9,9,8,8,7,9,8,9,9,8,8,8,7,8,7,8,8,9,8,7,6,8,7,9,8,9,9,8,9,9,9,8,8,9,9,7,8,8,9,7,7,7,7,6,6,9,10,8,9,9,10,8,8,8,8,9,9,7,6,9,8,7,6,8,7,6,5,6,6,6,5,8,7,7,6,7,6,5,4,5,4,8,7,6,5,4,3,6,5,8,7,5,4,6,5,9,8,8,7,9,8
child_877,0,15,U18,goalkeeper,low,good,average,none,medium,frustrated,76,28,6,8,8,9,5,7,4,8,7,9,6,7,5,8,3,9,2,8,8,9,8,9,7,8,7,8,8,9,6,7,7,8,9,10,7,8,8,8,9,10,10,10,6,8,5,7,5,8,6,7,7,8,4,7,5,8,4,7,3,6,5,8,7,9,6,8,6,8,5,8,7,9,6,8,6,9,5,8,2,10,3,9,4,8,6,7,5,8,5,8,5,7,6,8,4,7,4,6,5,7,3,5,6,6,6,7,7,8,6,7,4,5,3,4,5,6,3,5,2,4,5,6,6,7,4,5,3,4,3,5,5,6,5,6
child_878,0,18,U17,mixed,high,good,average,frequent,medium,excited,26,53,8,8,6,6,5,5,7,7,9,9,5,5,8,8,9,9,9,9,7,8,8,8,7,7,8,8,7,7,8,8,8,9,9,9,7,7,8,8,9,9,9,9,5,6,5,6,6,6,6,6,7,7,5,5,6,6,7,7,7,7,8,9,8,9,7,8,7,8,7,8,8,8,7,7,6,7,6,6,9,9,8,8,9,9,7,7,8,8,9,9,5,5,7,6,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,4,4,3,3,5,5,6,6,4,4,3,3,5,5,5,5,5,5
child_879,0,17,U15,defender,low,good,strong,frequent,low,excited,44,48,8,9,9,10,8,8,7,9,7,10,9,9,8,9,9,10,8,9,9,10,8,9,8,9,8,8,8,9,8,9,9,9,9,9,9,8,8,8,9,9,9,10,9,10,7,8,8,9,9,10,9,9,9,10,8,9,9,10,9,10,8,9,8,10,8,9,8,9,8,10,8,9,8,9,8,9,7,8,9,10,7,8,9,10,8,9,9,10,9,9,7,7,8,9,8,9,8,9,8,8,8,9,7,6,8,9,7,6,7,6,6,5,7,6,8,8,7,6,6,5,7,7,9,9,6,5,7,6,8,8,8,7,8,8
child_880,0,15,U15,goalkeeper,medium,good,isolated,none,medium,frustrated,75,27,5,7,6,8,4,9,6,8,7,9,3,6,6,8,4,9,3,8,8,9,7,8,6,7,7,9,8,9,5,9,8,8,7,9,6,7,8,7,7,9,6,9,4,9,5,8,3,7,4,8,5,9,3,6,4,7,2,6,2,5,6,8,7,9,6,8,7,8,6,7,5,7,6,8,7,8,6,7,2,9,3,8,2,9,5,6,5,8,4,7,5,4,6,5,4,7,4,6,3,5,2,4,5,5,6,7,6,5,4,4,3,3,2,3,3,4,3,4,2,3,4,5,5,6,3,4,2,3,3,5,5,6,6,7
